Artist,Album,Title,Lyrics
Taylor Swift,evermore,​willow,I'm like the water when your ship rolled in that night
Taylor Swift,evermore,​willow,"Rough on the surface, but you cut through like a knife"
Taylor Swift,evermore,​willow,And if it was an open-shut case
Taylor Swift,evermore,​willow,I never would've known from that look on your face
Taylor Swift,evermore,​willow,Lost in your current like a priceless wine
Taylor Swift,evermore,​willow,"The more that you say, the less I know"
Taylor Swift,evermore,​willow,"Wherever you stray, I follow"
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​willow,Life was a willow and it bent right to your wind
Taylor Swift,evermore,​willow,"Head on the pillow, I could feel you sneakin' in"
Taylor Swift,evermore,​willow,As if you were a mythical thing
Taylor Swift,evermore,​willow,Like you were a trophy or a champion ring
Taylor Swift,evermore,​willow,And there was one prize I'd cheat to win
Taylor Swift,evermore,​willow,"The more that you say, the less I know"
Taylor Swift,evermore,​willow,"Wherever you stray, I follow"
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​willow,You know that my train could take you home
Taylor Swift,evermore,​willow,Anywhere else is hollow
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​willow,Life was a willow and it bent right to your wind
Taylor Swift,evermore,​willow,They count me out time and time again
Taylor Swift,evermore,​willow,Life was a willow and it bent right to your wind
Taylor Swift,evermore,​willow,But I come back stronger than a '90s trend
Taylor Swift,evermore,​willow,"Wait for the signal, and I'll meet you after dark"
Taylor Swift,evermore,​willow,Show me the places where the others gave you scars
Taylor Swift,evermore,​willow,Now this is an open-shut case
Taylor Swift,evermore,​willow,I guess I should've known from the look on your face
Taylor Swift,evermore,​willow,Every bait-and-switch was a work of art
Taylor Swift,evermore,​willow,"The more that you say, the less I know"
Taylor Swift,evermore,​willow,"Wherever you stray, I follow"
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​willow,You know that my train could take you home
Taylor Swift,evermore,​willow,Anywhere else is hollow
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​willow,"The more that you say, the less I know"
Taylor Swift,evermore,​willow,"Wherever you stray, I follow"
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​willow,You know that my train could take you home
Taylor Swift,evermore,​willow,Anywhere else is hollow
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​willow,"Hey, that's my man"
Taylor Swift,evermore,​willow,That's my man
Taylor Swift,evermore,​willow,"Yeah, that's my man"
Taylor Swift,evermore,​willow,Every bait-and-switch was a work of art
Taylor Swift,evermore,​willow,That's my man
Taylor Swift,evermore,​willow,"Hey, that's my man"
Taylor Swift,evermore,​willow,I'm begging for you to take my hand
Taylor Swift,evermore,​willow,"Wreck my plans, that's my man"
Taylor Swift,evermore,​champagne problems,You booked the night train for a reason
Taylor Swift,evermore,​champagne problems,So you could sit there in this hurt
Taylor Swift,evermore,​champagne problems,Bustling crowds or silent sleepers
Taylor Swift,evermore,​champagne problems,You're not sure which is worse
Taylor Swift,evermore,​champagne problems,Because I dropped your hand while dancing
Taylor Swift,evermore,​champagne problems,Left you out there standing
Taylor Swift,evermore,​champagne problems,Crestfallen on the landing
Taylor Swift,evermore,​champagne problems,Champagne problems
Taylor Swift,evermore,​champagne problems,Your mom's ring in your pocket
Taylor Swift,evermore,​champagne problems,My picture in your wallet
Taylor Swift,evermore,​champagne problems,"Your heart was glass, I dropped it"
Taylor Swift,evermore,​champagne problems,Champagne problems
Taylor Swift,evermore,​champagne problems,You told your family for a reason
Taylor Swift,evermore,​champagne problems,You couldn't keep it in
Taylor Swift,evermore,​champagne problems,Your sister splashed out on the bottle
Taylor Swift,evermore,​champagne problems,Now no one's celebrating
Taylor Swift,evermore,​champagne problems,"Dom Pérignon, you brought it"
Taylor Swift,evermore,​champagne problems,No crowd of friends applauded
Taylor Swift,evermore,​champagne problems,Your hometown skeptics called it
Taylor Swift,evermore,​champagne problems,Champagne problems
Taylor Swift,evermore,​champagne problems,"You had a speech, you're speechless"
Taylor Swift,evermore,​champagne problems,Love slipped beyond your reaches
Taylor Swift,evermore,​champagne problems,And I couldn't give a reason
Taylor Swift,evermore,​champagne problems,Champagne problems
Taylor Swift,evermore,​champagne problems,Your Midas touch on the Chevy door
Taylor Swift,evermore,​champagne problems,November flush and your flannel cure
Taylor Swift,evermore,​champagne problems,"""This dorm was once a madhouse"""
Taylor Swift,evermore,​champagne problems,"I made a joke, ""Well, it's made for me"""
Taylor Swift,evermore,​champagne problems,"How evergreen, our group of friends"
Taylor Swift,evermore,​champagne problems,Don't think we'll say that word again
Taylor Swift,evermore,​champagne problems,And soon they'll have the nerve to deck the halls
Taylor Swift,evermore,​champagne problems,That we once walked through
Taylor Swift,evermore,​champagne problems,"One for the money, two for the show"
Taylor Swift,evermore,​champagne problems,I never was ready so I watch you go
Taylor Swift,evermore,​champagne problems,Sometimes you just don't know the answer
Taylor Swift,evermore,​champagne problems,'Til someone's on their knees and asks you
Taylor Swift,evermore,​champagne problems,"""She would've made such a lovely bride"
Taylor Swift,evermore,​champagne problems,"What a shame she's fucked in the head,"" they said"
Taylor Swift,evermore,​champagne problems,But you'll find the real thing instead
Taylor Swift,evermore,​champagne problems,She'll patch up your tapestry that I shred
Taylor Swift,evermore,​champagne problems,And hold your hand while dancing
Taylor Swift,evermore,​champagne problems,Never leave you standing
Taylor Swift,evermore,​champagne problems,Crestfallen on the landing
Taylor Swift,evermore,​champagne problems,With champagne problems
Taylor Swift,evermore,​champagne problems,Your mom's ring in your pocket
Taylor Swift,evermore,​champagne problems,Her picture in your wallet
Taylor Swift,evermore,​champagne problems,You won't remember all my
Taylor Swift,evermore,​champagne problems,Champagne problems
Taylor Swift,evermore,​champagne problems,You won't remember all my
Taylor Swift,evermore,​champagne problems,Champagne problems
Taylor Swift,evermore,​gold rush,"Gleaming, twinkling"
Taylor Swift,evermore,​gold rush,Eyes like sinking ships on waters
Taylor Swift,evermore,​gold rush,"So inviting, I almost jump in"
Taylor Swift,evermore,​gold rush,"But I don't like a gold rush, gold rush"
Taylor Swift,evermore,​gold rush,I don't like anticipatin' my face in a red flush
Taylor Swift,evermore,​gold rush,I don't like that anyone would die to feel your touch
Taylor Swift,evermore,​gold rush,Everybody wants you
Taylor Swift,evermore,​gold rush,Everybody wonders what it would be like to love you
Taylor Swift,evermore,​gold rush,"Walk past, quick brush"
Taylor Swift,evermore,​gold rush,"I don't like slow motion, double vision in rose blush"
Taylor Swift,evermore,​gold rush,I don't like that falling feels like flying 'til the bone crush
Taylor Swift,evermore,​gold rush,Everybody wants you
Taylor Swift,evermore,​gold rush,But I don't like a gold rush
Taylor Swift,evermore,​gold rush,What must it be like to grow up that beautiful?
Taylor Swift,evermore,​gold rush,With your hair falling into place like dominoes
Taylor Swift,evermore,​gold rush,I see me padding across your wooden floors
Taylor Swift,evermore,​gold rush,With my Eagles t-shirt hanging from the door
Taylor Swift,evermore,​gold rush,"At dinner parties, I call you out on your contrarian shit"
Taylor Swift,evermore,​gold rush,And the coastal town we wandered 'round had nеver seen a love as pure as it
Taylor Swift,evermore,​gold rush,And thеn it fades into the gray of my day-old tea
Taylor Swift,evermore,​gold rush,'Cause it could never be
Taylor Swift,evermore,​gold rush,"'Cause I don't like a gold rush, gold rush"
Taylor Swift,evermore,​gold rush,I don't like anticipatin' my face in a red flush
Taylor Swift,evermore,​gold rush,I don't like that anyone would die to feel your touch
Taylor Swift,evermore,​gold rush,Everybody wants you
Taylor Swift,evermore,​gold rush,Everybody wonders what it would be like to love you
Taylor Swift,evermore,​gold rush,"Walk past, quick brush"
Taylor Swift,evermore,​gold rush,"I don't like slow motion, double vision in rose blush"
Taylor Swift,evermore,​gold rush,I don't like that falling feels like flying 'til the bone crush
Taylor Swift,evermore,​gold rush,Everybody wants you
Taylor Swift,evermore,​gold rush,But I don't like a gold rush
Taylor Swift,evermore,​gold rush,What must it be like to grow up that beautiful?
Taylor Swift,evermore,​gold rush,With your hair falling into place like dominoes
Taylor Swift,evermore,​gold rush,My mind turns your life into folklore
Taylor Swift,evermore,​gold rush,I can't dare to dream about you anymore
Taylor Swift,evermore,​gold rush,At dinner parties I won't call you out on your contrarian shit
Taylor Swift,evermore,​gold rush,And the coastal town we never found will never see a love as pure as it
Taylor Swift,evermore,​gold rush,'Cause it fades into the gray of my day-old tea
Taylor Swift,evermore,​gold rush,'Cause it will never be
Taylor Swift,evermore,​gold rush,"Gleaming, twinkling"
Taylor Swift,evermore,​gold rush,Eyes like sinking ships on waters
Taylor Swift,evermore,​gold rush,"So inviting, I almost jump in"
Taylor Swift,evermore,​tolerate it,I sit and watch you reading with your head low
Taylor Swift,evermore,​tolerate it,I wake and watch you breathing with your eyes closed
Taylor Swift,evermore,​tolerate it,I sit and watch you
Taylor Swift,evermore,​tolerate it,I notice everything you do or don't do
Taylor Swift,evermore,​tolerate it,"You're so much older and wiser, and I"
Taylor Swift,evermore,​tolerate it,I wait by the door like I'm just a kid
Taylor Swift,evermore,​tolerate it,Use my best colors for your portrait
Taylor Swift,evermore,​tolerate it,Lay the table with the fancy shit
Taylor Swift,evermore,​tolerate it,And watch you tolerate it
Taylor Swift,evermore,​tolerate it,"If it's all in my head, tell me now"
Taylor Swift,evermore,​tolerate it,Tell me I've got it wrong somehow
Taylor Swift,evermore,​tolerate it,I know my love should be celebrated
Taylor Swift,evermore,​tolerate it,But you tolerate it
Taylor Swift,evermore,​tolerate it,I greet you with a battle hero's welcome
Taylor Swift,evermore,​tolerate it,I take your indiscretions all in good fun
Taylor Swift,evermore,​tolerate it,"I sit and listеn, I polish plates until they gleam and glistеn"
Taylor Swift,evermore,​tolerate it,You're so much older and wiser and I
Taylor Swift,evermore,​tolerate it,I wait by the door like I'm just a kid
Taylor Swift,evermore,​tolerate it,Use my best colors for your portrait
Taylor Swift,evermore,​tolerate it,Lay the table with the fancy shit
Taylor Swift,evermore,​tolerate it,And watch you tolerate it
Taylor Swift,evermore,​tolerate it,"If it's all in my head, tell me now"
Taylor Swift,evermore,​tolerate it,Tell me I've got it wrong somehow
Taylor Swift,evermore,​tolerate it,I know my love should be celebrated
Taylor Swift,evermore,​tolerate it,But you tolerate it
Taylor Swift,evermore,​tolerate it,"While you were out building other worlds, where was I?"
Taylor Swift,evermore,​tolerate it,Where's that man who'd throw blankets over my barbed wire?
Taylor Swift,evermore,​tolerate it,"I made you my temple, my mural, my sky"
Taylor Swift,evermore,​tolerate it,Now I'm begging for footnotes in the story of your life
Taylor Swift,evermore,​tolerate it,Drawing hearts in the byline
Taylor Swift,evermore,​tolerate it,Always taking up too much space or time
Taylor Swift,evermore,​tolerate it,"You assume I'm fine, but what would you do if I"
Taylor Swift,evermore,​tolerate it,Break free and leave us in ruins
Taylor Swift,evermore,​tolerate it,Took this dagger in me and removed it
Taylor Swift,evermore,​tolerate it,"Gain the weight of you, then lose it"
Taylor Swift,evermore,​tolerate it,"Believe me, I could do it"
Taylor Swift,evermore,​tolerate it,"If it's all in my head, tell me now"
Taylor Swift,evermore,​tolerate it,Tell me I've got it wrong somehow
Taylor Swift,evermore,​tolerate it,I know my love should be celebrated
Taylor Swift,evermore,​tolerate it,But you tolerate it
Taylor Swift,evermore,​tolerate it,I sit and watch you
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",He did it
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",He did it
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Este's a friend of mine
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",We meet up every Tuesday night for dinner and a glass of wine
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Este's been losin' sleep
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","Her husband's actin' different, and it smells like infidelity"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","She says, ""That ain't my Merlot on his mouth"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","That ain't my jewelry on our joint account"""
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, there ain't no doubt"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",I think I'm gonna call him out
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","She says, ""I think he did it, but I just can't prove it"""
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","I think he did it, but I just can't prove it"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","I think he did it, but I just can't prove it"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no body, no crime"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",But I ain't lettin' up until the day I die
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",I think he did it
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",He did it
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Este wasn't there Tuesday night at Olive Gardеn
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",At her job or anywhere
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Hе reports his missing wife
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",And I noticed when I passed his house
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",His truck has got some brand new tires
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",And his mistress moved in
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Sleeps in Este's bed and everything
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, there ain't no doubt"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","Somebody's gotta catch him out, 'cause"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","I think he did it, but I just can't prove it (He did it)"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","I think he did it, but I just can't prove it (He did it)"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","I think he did it, but I just can't prove it"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no body, no crime"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",But I ain't lettin' up until the day I die
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",I think he did it
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",He did it
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Good thing my daddy made me get a boating license when I was fifteen
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",And I've cleaned enough houses to know how to cover up a scene
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Good thing Este's sister's gonna swear she was with me
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","(She was with me, dude)"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",Good thing his mistress took out a big life insurance policy
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","They think she did it, but they just can't prove it"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","They think she did it, but they just can't prove it"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","She thinks I did it, but she just can't prove it"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no body, no crime"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",I wasn't lettin' up until the day he—
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no body, no crime"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",I wasn't lettin' up until the day he—
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)","No, no body, no crime"
Taylor Swift,evermore,"​no body, no crime (Ft. HAIM)",I wasn't lettin' up until the day he died
Taylor Swift,evermore,​happiness,"Honey, when I'm above the trees"
Taylor Swift,evermore,​happiness,I see this for what it is
Taylor Swift,evermore,​happiness,"But now I'm right down in it, all the years I've given"
Taylor Swift,evermore,​happiness,Is just shit we're dividin' up
Taylor Swift,evermore,​happiness,Showed you all of my hiding spots
Taylor Swift,evermore,​happiness,I was dancing when the music stopped
Taylor Swift,evermore,​happiness,"And in the disbelief, I can't face reinvention"
Taylor Swift,evermore,​happiness,I haven't met the new me yet
Taylor Swift,evermore,​happiness,There'll be happiness after you
Taylor Swift,evermore,​happiness,But there was happiness because of you
Taylor Swift,evermore,​happiness,Both of these things can be true
Taylor Swift,evermore,​happiness,There is happiness
Taylor Swift,evermore,​happiness,Past the blood and bruise
Taylor Swift,evermore,​happiness,Past the curses and cries
Taylor Swift,evermore,​happiness,Beyond the terror in the nightfall
Taylor Swift,evermore,​happiness,Haunted by the look in my eyes
Taylor Swift,evermore,​happiness,That would've loved you for a lifetime
Taylor Swift,evermore,​happiness,Leave it all behind
Taylor Swift,evermore,​happiness,And there is happiness
Taylor Swift,evermore,​happiness,"Tell me, when did your winning smile"
Taylor Swift,evermore,​happiness,Begin to look like a smirk?
Taylor Swift,evermore,​happiness,When did all our lessons start to look like weapons
Taylor Swift,evermore,​happiness,Pointed at my deepest hurt?
Taylor Swift,evermore,​happiness,I hope she'll be a beautiful fool
Taylor Swift,evermore,​happiness,Who takes my spot next to you
Taylor Swift,evermore,​happiness,"No, I didn't mean that"
Taylor Swift,evermore,​happiness,"Sorry, I can't see facts through all of my fury"
Taylor Swift,evermore,​happiness,You haven't met the new me yet
Taylor Swift,evermore,​happiness,There'll be happiness after me
Taylor Swift,evermore,​happiness,But there was happiness because of me
Taylor Swift,evermore,​happiness,"Both of these things, I believe"
Taylor Swift,evermore,​happiness,There is happiness
Taylor Swift,evermore,​happiness,"In our history, across our great divide"
Taylor Swift,evermore,​happiness,There is a glorious sunrise
Taylor Swift,evermore,​happiness,Dappled with the flickers of light
Taylor Swift,evermore,​happiness,"From the dress I wore at midnight, leave it all behind"
Taylor Swift,evermore,​happiness,And there is happiness
Taylor Swift,evermore,​happiness,I can't make it go away by making you a villain
Taylor Swift,evermore,​happiness,I guess it's the price I paid for seven years in Heaven
Taylor Swift,evermore,​happiness,And I pulled your body into mine
Taylor Swift,evermore,​happiness,"Every goddamn night, now I get fake niceties"
Taylor Swift,evermore,​happiness,No one teaches you what to do
Taylor Swift,evermore,​happiness,When a good man hurts you
Taylor Swift,evermore,​happiness,And you know you hurt him too
Taylor Swift,evermore,​happiness,"Honey, when I'm above the trees"
Taylor Swift,evermore,​happiness,I see it for what it is
Taylor Swift,evermore,​happiness,But now my eyes leak acid rain on the pillow where you used to lay your head
Taylor Swift,evermore,​happiness,After giving you the best I had
Taylor Swift,evermore,​happiness,Tell me what to give after that
Taylor Swift,evermore,​happiness,All you want from me now is the green light of forgiveness
Taylor Swift,evermore,​happiness,You haven't met the new me yet
Taylor Swift,evermore,​happiness,And I think she'll give you that
Taylor Swift,evermore,​happiness,There'll be happiness after you
Taylor Swift,evermore,​happiness,But there was happiness because of you too
Taylor Swift,evermore,​happiness,Both of these things can be true
Taylor Swift,evermore,​happiness,There is happiness
Taylor Swift,evermore,​happiness,"In our history, across our great divide"
Taylor Swift,evermore,​happiness,There is a glorious sunrise
Taylor Swift,evermore,​happiness,Dappled with the flickers of light
Taylor Swift,evermore,​happiness,"From the dress I wore at midnight, leave it all behind"
Taylor Swift,evermore,​happiness,"Oh, leave it all behind"
Taylor Swift,evermore,​happiness,Leave it all behind
Taylor Swift,evermore,​happiness,And there is happiness
Taylor Swift,evermore,​coney island (Ft. The National),Break my soul in two looking for you
Taylor Swift,evermore,​coney island (Ft. The National),But you're right here
Taylor Swift,evermore,​coney island (Ft. The National),If I can't relate to you anymore
Taylor Swift,evermore,​coney island (Ft. The National),Then who am I related to?
Taylor Swift,evermore,​coney island (Ft. The National),And if this is the long haul
Taylor Swift,evermore,​coney island (Ft. The National),How'd we get here so soon?
Taylor Swift,evermore,​coney island (Ft. The National),Did I close my fist around something delicate?
Taylor Swift,evermore,​coney island (Ft. The National),Did I shatter you?
Taylor Swift,evermore,​coney island (Ft. The National),And I'm sitting on a bench in Coney Island
Taylor Swift,evermore,​coney island (Ft. The National),Wondering where did my baby go?
Taylor Swift,evermore,​coney island (Ft. The National),"The fast times, the bright lights, the merry go"
Taylor Swift,evermore,​coney island (Ft. The National),Sorry for not making you my centerfold
Taylor Swift,evermore,​coney island (Ft. The National),Over and over
Taylor Swift,evermore,​coney island (Ft. The National),Lost again with no surprises
Taylor Swift,evermore,​coney island (Ft. The National),"Disappointments, close your eyes"
Taylor Swift,evermore,​coney island (Ft. The National),And it gets colder and colder
Taylor Swift,evermore,​coney island (Ft. The National),When the sun goes down
Taylor Swift,evermore,​coney island (Ft. The National),The question pounds my head
Taylor Swift,evermore,​coney island (Ft. The National),What's a lifetime of achievement
Taylor Swift,evermore,​coney island (Ft. The National),If I pushed you to the edge?
Taylor Swift,evermore,​coney island (Ft. The National),But you were too polite to leave me
Taylor Swift,evermore,​coney island (Ft. The National),And do you miss the rogue
Taylor Swift,evermore,​coney island (Ft. The National),Who coaxed you into paradise and left you there?
Taylor Swift,evermore,​coney island (Ft. The National),Will you forgive my soul
Taylor Swift,evermore,​coney island (Ft. The National),When you're too wise to trust me and too old to care?
Taylor Swift,evermore,​coney island (Ft. The National),'Cause we were like the mall before the internet
Taylor Swift,evermore,​coney island (Ft. The National),It was the one place to be
Taylor Swift,evermore,​coney island (Ft. The National),"The mischief, the gift-wrapped suburban dreams"
Taylor Swift,evermore,​coney island (Ft. The National),Sorry for not winning you an arcade ring
Taylor Swift,evermore,​coney island (Ft. The National),Over and over
Taylor Swift,evermore,​coney island (Ft. The National),Lost again with no surprises
Taylor Swift,evermore,​coney island (Ft. The National),"Disappointments, close your eyes"
Taylor Swift,evermore,​coney island (Ft. The National),And it gets colder and colder
Taylor Swift,evermore,​coney island (Ft. The National),When the sun goes down
Taylor Swift,evermore,​coney island (Ft. The National),Were you waiting at our old spot
Taylor Swift,evermore,​coney island (Ft. The National),In the tree line
Taylor Swift,evermore,​coney island (Ft. The National),By the gold clock
Taylor Swift,evermore,​coney island (Ft. The National),Did I leave you hanging every single day?
Taylor Swift,evermore,​coney island (Ft. The National),Were you standing in the hallway
Taylor Swift,evermore,​coney island (Ft. The National),"With a big cake, happy birthday"
Taylor Swift,evermore,​coney island (Ft. The National),Did I paint your bluest skies the darkest grey?
Taylor Swift,evermore,​coney island (Ft. The National),A universe away
Taylor Swift,evermore,​coney island (Ft. The National),And when I got into the accident
Taylor Swift,evermore,​coney island (Ft. The National),The sight that flashed before me was your face
Taylor Swift,evermore,​coney island (Ft. The National),"But when I walked up to the podium, I think that I forgot to say your name"
Taylor Swift,evermore,​coney island (Ft. The National),I'm on a bench in Coney Island
Taylor Swift,evermore,​coney island (Ft. The National),Wondering where did my baby go?
Taylor Swift,evermore,​coney island (Ft. The National),"The fast times, the bright lights, the merry go"
Taylor Swift,evermore,​coney island (Ft. The National),Sorry for not making you my centerfold
Taylor Swift,evermore,​coney island (Ft. The National),Over and over
Taylor Swift,evermore,​coney island (Ft. The National),Lost again with no surprises
Taylor Swift,evermore,​coney island (Ft. The National),"Disappointments, close your eyes"
Taylor Swift,evermore,​coney island (Ft. The National),And it gets colder and colder
Taylor Swift,evermore,​coney island (Ft. The National),When the sun goes down
Taylor Swift,evermore,​coney island (Ft. The National),When the sun goes down
Taylor Swift,evermore,​coney island (Ft. The National),The sight that flashed before me was your face
Taylor Swift,evermore,​coney island (Ft. The National),When the sun goes down
Taylor Swift,evermore,​coney island (Ft. The National),But I think that I forgot to say your name
Taylor Swift,evermore,​coney island (Ft. The National),Over and over
Taylor Swift,evermore,​coney island (Ft. The National),"Sorry for not making you my, making you my"
Taylor Swift,evermore,​coney island (Ft. The National),Making you my centerfold
Taylor Swift,evermore,​ivy,How's one to know?
Taylor Swift,evermore,​ivy,I'd meet you where the spirit meets the bones
Taylor Swift,evermore,​ivy,In a faith-forgotten land
Taylor Swift,evermore,​ivy,In from the snow
Taylor Swift,evermore,​ivy,Your touch brought forth an incandescent glow
Taylor Swift,evermore,​ivy,Tarnished but so grand
Taylor Swift,evermore,​ivy,And the old widow goes to the stone every day
Taylor Swift,evermore,​ivy,"But I don't, I just sit here and wait"
Taylor Swift,evermore,​ivy,Grieving for the living
Taylor Swift,evermore,​ivy,"Oh, goddamn"
Taylor Swift,evermore,​ivy,My pain fits in the palm of your freezing hand
Taylor Swift,evermore,​ivy,"Taking mine, but it's been promised to another"
Taylor Swift,evermore,​ivy,"Oh, I can't"
Taylor Swift,evermore,​ivy,Stop you putting roots in my dreamland
Taylor Swift,evermore,​ivy,"My house of stone, your ivy grows"
Taylor Swift,evermore,​ivy,And now I'm covered in you
Taylor Swift,evermore,​ivy,I wish to know
Taylor Swift,evermore,​ivy,The fatal flaw that makes you long to be
Taylor Swift,evermore,​ivy,Magnificently cursed
Taylor Swift,evermore,​ivy,He's in the room
Taylor Swift,evermore,​ivy,Your opal eyes are all I wish to see
Taylor Swift,evermore,​ivy,He wants what's only yours
Taylor Swift,evermore,​ivy,"Oh, goddamn"
Taylor Swift,evermore,​ivy,My pain fits in the palm of your freezing hand
Taylor Swift,evermore,​ivy,"Taking mine, but it's been promised to another"
Taylor Swift,evermore,​ivy,"Oh, I can't"
Taylor Swift,evermore,​ivy,Stop you putting roots in my dreamland
Taylor Swift,evermore,​ivy,"My house of stone, your ivy grows"
Taylor Swift,evermore,​ivy,And now I'm covered
Taylor Swift,evermore,​ivy,Clover blooms in the fields
Taylor Swift,evermore,​ivy,"Spring breaks loose, the time is near"
Taylor Swift,evermore,​ivy,What would he do if he found us out?
Taylor Swift,evermore,​ivy,"Crescent moon, coast is clear"
Taylor Swift,evermore,​ivy,"Spring breaks loose, but so does fear"
Taylor Swift,evermore,​ivy,He's gonna burn this house to the ground
Taylor Swift,evermore,​ivy,How's one to know?
Taylor Swift,evermore,​ivy,I'd live and die for moments that we stole
Taylor Swift,evermore,​ivy,On begged and borrowed time
Taylor Swift,evermore,​ivy,So tell me to run
Taylor Swift,evermore,​ivy,Or dare to sit and watch what we'll become
Taylor Swift,evermore,​ivy,And drink my husband's wine
Taylor Swift,evermore,​ivy,"Oh, goddamn"
Taylor Swift,evermore,​ivy,My pain fits in the palm of your freezing hand
Taylor Swift,evermore,​ivy,"Taking mine, but it's been promised to another"
Taylor Swift,evermore,​ivy,"Oh, I can't"
Taylor Swift,evermore,​ivy,Stop you putting roots in my dreamland
Taylor Swift,evermore,​ivy,"My house of stone, your ivy grows"
Taylor Swift,evermore,​ivy,And now I'm covered in you
Taylor Swift,evermore,​ivy,And I'm covered in you
Taylor Swift,evermore,​ivy,"So yeah, it's a fire"
Taylor Swift,evermore,​ivy,It's a goddamn blaze in the dark
Taylor Swift,evermore,​ivy,And you started it
Taylor Swift,evermore,​ivy,You started it
Taylor Swift,evermore,​ivy,"So yeah, it's a war"
Taylor Swift,evermore,​ivy,It's the goddamn fight of my life
Taylor Swift,evermore,​ivy,And you started it
Taylor Swift,evermore,​ivy,You started it
Taylor Swift,evermore,​ivy,"Oh, I can't"
Taylor Swift,evermore,​ivy,Stop you putting roots in my dreamland
Taylor Swift,evermore,​ivy,"My house of stone, your ivy grows"
Taylor Swift,evermore,​ivy,And now I'm covered
Taylor Swift,evermore,​ivy,"In you, in you"
Taylor Swift,evermore,​ivy,Now I'm covered in you
