song_number,song_name,line_num,line,speaker
1,Alexander Hamilton,1,"How does a bastard, orphan, son of a whore and a",Aaron Burr
1,Alexander Hamilton,2,"Scotsman, dropped in the middle of a forgotten",Aaron Burr
1,Alexander Hamilton,3,"Spot in the Caribbean by providence, impoverished, in squalor",Aaron Burr
1,Alexander Hamilton,4,Grow up to be a hero and a scholar?,Aaron Burr
1,Alexander Hamilton,5,The ten-dollar Founding Father without a father,John Laurens
1,Alexander Hamilton,6,Got a lot farther by working a lot harder,John Laurens
1,Alexander Hamilton,7,By being a lot smarter,John Laurens
1,Alexander Hamilton,8,By being a self-starter,John Laurens
1,Alexander Hamilton,9,"By fourteen, they placed him in charge of a trading charter",John Laurens
1,Alexander Hamilton,10,And every day while slaves were being slaughtered and carted,Thomas Jefferson
1,Alexander Hamilton,11,"Away across the waves, he struggled and kept his guard up",Thomas Jefferson
1,Alexander Hamilton,12,"Inside, he was longing for something to be a part of",Thomas Jefferson
1,Alexander Hamilton,13,"The brother was ready to beg, steal, borrow, or barter",Thomas Jefferson
1,Alexander Hamilton,14,"Then a hurricane came, and devastation reigned",James Madison
1,Alexander Hamilton,15,"Our man saw his future drip, dripping down the drain",James Madison
1,Alexander Hamilton,16,"Put a pencil to his temple, connected it to his brain",James Madison
1,Alexander Hamilton,17,"And he wrote his first refrain, a testament to his pain",James Madison
1,Alexander Hamilton,18,"Well, the word got around, they said, “This kid is insane, man”",Burr
1,Alexander Hamilton,19,Took up a collection just to send him to the mainland,Burr
1,Alexander Hamilton,20,"“Get your education, don't forget from whence you came, and",Burr
1,Alexander Hamilton,21,"The world's gonna know your name. What's your name, man?”",Burr
1,Alexander Hamilton,22,Alexander Hamilton,Alexander Hamilton
1,Alexander Hamilton,23,My name is Alexander Hamilton,Alexander Hamilton
1,Alexander Hamilton,24,And there's a million things I haven't done,Alexander Hamilton
1,Alexander Hamilton,25,"But just you wait, just you wait...",Alexander Hamilton
1,Alexander Hamilton,26,"When he was ten his father split, full of it, debt-ridden",Eliza Hamilton
1,Alexander Hamilton,27,"Two years later, see Alex and his mother bed-ridden",Eliza Hamilton
1,Alexander Hamilton,28,"Half-dead sittin' in their own sick, the scent thick",Eliza Hamilton
1,Alexander Hamilton,29,And Alex got better but his mother went quick,Full Company Except Hamilton (Whispering)
1,Alexander Hamilton,30,"Moved in with a cousin, the cousin committed suicide","George Washington & Company, Both"
1,Alexander Hamilton,31,"Left him with nothin' but ruined pride, something new inside","George Washington & Company, Both"
1,Alexander Hamilton,32,A voice saying,"George Washington & Company, Both"
1,Alexander Hamilton,33,"“Alex, you gotta fend for yourself.”","George Washington & Company, Both"
1,Alexander Hamilton,34,He started retreatin' and readin' every treatise on the shelf,"George Washington & Company, Both"
1,Alexander Hamilton,35,There would have been nothin' left to do,"Burr & Company, Both"
1,Alexander Hamilton,36,For someone less astute,"Burr & Company, Both"
1,Alexander Hamilton,37,He woulda been dead or destitute,"Burr & Company, Both"
1,Alexander Hamilton,38,Without a cent of restitution,"Burr & Company, Both"
1,Alexander Hamilton,39,"Started workin', clerkin' for his late mother's landlord","Burr & Company, Both"
1,Alexander Hamilton,40,Tradin' sugar cane and rum and all the things he can't afford,"Burr & Company, Both"
1,Alexander Hamilton,41,Scammin' for every book he can get his hands on,"Burr & Company, Both"
1,Alexander Hamilton,42,Plannin' for the future see him now as he stands on (ooh),"Burr & Company, Both"
1,Alexander Hamilton,43,The bow of a ship headed for a new land,"Burr & Company, Both"
1,Alexander Hamilton,44,In New York you can be a new man,"Burr & Company, Both"
1,Alexander Hamilton,45,In New York you can be a new man (Just you wait),"Company & Hamilton, Women, Men"
1,Alexander Hamilton,46,In New York you can be a new man (Just you wait),"Company & Hamilton, Women, Men"
1,Alexander Hamilton,47,In New York you can be a new man,"Company & Hamilton, Women, Men"
1,Alexander Hamilton,48,"In New York, New York","Company & Hamilton, Women, Men"
1,Alexander Hamilton,49,Just you wait!,"Company & Hamilton, Women, Men"
1,Alexander Hamilton,50,Alexander Hamilton (Alexander Hamilton),Company
1,Alexander Hamilton,51,We are waiting in the wings for you (waiting in the wings for you),Company
1,Alexander Hamilton,52,You could never back down,Company
1,Alexander Hamilton,53,You never learned to take your time!,Company
1,Alexander Hamilton,54,"Oh, Alexander Hamilton (Alexander Hamilton)",Company
1,Alexander Hamilton,55,When America sings for you,Company
1,Alexander Hamilton,56,Will they know what you overcame?,Company
1,Alexander Hamilton,57,Will they know you rewrote the game?,Company
1,Alexander Hamilton,58,"The world will never be the same, oh",Company
1,Alexander Hamilton,59,The ship is in the harbor now,"Burr, Men, & Company"
1,Alexander Hamilton,60,See if you can spot him,"Burr, Men, & Company"
1,Alexander Hamilton,61,Just you wait,"Burr, Men, & Company"
1,Alexander Hamilton,62,Another immigrant,"Burr, Men, & Company"
1,Alexander Hamilton,63,Comin' up from the bottom,"Burr, Men, & Company"
1,Alexander Hamilton,64,Just you wait,"Burr, Men, & Company"
1,Alexander Hamilton,65,His enemies destroyed his rep,"Burr, Men, & Company"
1,Alexander Hamilton,66,America forgot him,"Burr, Men, & Company"
1,Alexander Hamilton,67,We fought with him,Mulligan/Madison & Lafayette/Jefferson
1,Alexander Hamilton,68,Me? I died for him,Laurens/Philip
1,Alexander Hamilton,69,Me? I trusted him,Washington
1,Alexander Hamilton,70,Me? I loved him,Eliza & Angelica & Peggy/Maria
1,Alexander Hamilton,71,And me? I'm the damn fool that shot him,Burr
1,Alexander Hamilton,72,There's a million things I haven't done,Company
1,Alexander Hamilton,73,But just you wait!,Company
1,Alexander Hamilton,74,"What's your name, man?",Burr
1,Alexander Hamilton,75,Alexander Hamilton!,Company
2,"Aaron Burr, Sir",1,1776. New York City,Company
2,"Aaron Burr, Sir",2,"Pardon me. Are you Aaron Burr, sir?",Hamilton
2,"Aaron Burr, Sir",3,That depends. Who's asking?,Burr
2,"Aaron Burr, Sir",4,"Oh, well, sure, sir",Hamilton
2,"Aaron Burr, Sir",5,"I'm Alexander Hamilton, I'm at your service, sir",Hamilton
2,"Aaron Burr, Sir",6,I have been looking for you,Hamilton
2,"Aaron Burr, Sir",7,I'm getting nervous,Burr
2,"Aaron Burr, Sir",8,Sir…,Hamilton
2,"Aaron Burr, Sir",9,"I heard your name at Princeton. I was seeking an accelerated course of study when I got sort of out of sorts with a buddy of yours. I may have punched him. It's a blur, sir. He handles the financials?",Hamilton
2,"Aaron Burr, Sir",10,You punched the bursar,Burr
2,"Aaron Burr, Sir",11,Yes!,Hamilton
2,"Aaron Burr, Sir",12,"I wanted to do what you did. Graduate in two, then join the revolution. He looked at me like I was stupid, I'm not stupid",Hamilton
2,"Aaron Burr, Sir",13,So how'd you do it? How'd you graduate so fast?,Hamilton
2,"Aaron Burr, Sir",14,It was my parents' dying wish before they passed,Burr
2,"Aaron Burr, Sir",15,You're an orphan. Of course! I'm an orphan,Hamilton
2,"Aaron Burr, Sir",16,"God, I wish there was a war!",Hamilton
2,"Aaron Burr, Sir",17,Then we could prove that we're worth more,Hamilton
2,"Aaron Burr, Sir",18,Than anyone bargained for…,Hamilton
2,"Aaron Burr, Sir",19,Can I buy you a drink?,Burr
2,"Aaron Burr, Sir",20,That would be nice,Hamilton
2,"Aaron Burr, Sir",21,"While we're talking, let me offer you some free advice",Burr
2,"Aaron Burr, Sir",22,Talk less,Burr
2,"Aaron Burr, Sir",23,What?,Hamilton
2,"Aaron Burr, Sir",24,Smile more,Burr
2,"Aaron Burr, Sir",25,Ha,Hamilton
2,"Aaron Burr, Sir",26,Don't let them know what you're against or what you're for,Burr
2,"Aaron Burr, Sir",27,You can't be serious,Hamilton
2,"Aaron Burr, Sir",28,You wanna get ahead?,Burr
2,"Aaron Burr, Sir",29,Yes,Hamilton
2,"Aaron Burr, Sir",30,Fools who run their mouths off wind up dead,Burr
2,"Aaron Burr, Sir",31,Yo yo yo yo yo!,Laurens
2,"Aaron Burr, Sir",32,What time is it?,Laurens
2,"Aaron Burr, Sir",33,Show time!,Laurens/Lafayette/Mulligan
2,"Aaron Burr, Sir",34,Like I said…,Burr
2,"Aaron Burr, Sir",35,Show time! Show time! Yo!,Laurens
2,"Aaron Burr, Sir",36,I'm John Laurens in the place to be!,Laurens
2,"Aaron Burr, Sir",37,"Two pints o' Sam Adams, but I'm workin' on three, uh!",Laurens
2,"Aaron Burr, Sir",38,Those redcoats don't want it with me!,Laurens
2,"Aaron Burr, Sir",39,Cuz I will pop chick-a pop these cops till I'm free!,Laurens
2,"Aaron Burr, Sir",40,"Oui oui, mon ami, je m'appelle Lafayette!",Lafayette
2,"Aaron Burr, Sir",41,The Lancelot of the revolutionary set!,Lafayette
2,"Aaron Burr, Sir",42,I came from afar just to say “Bonsoir!”,Lafayette
2,"Aaron Burr, Sir",43,Tell the King “Casse toi!” Who's the best?,Lafayette
2,"Aaron Burr, Sir",44,C'est moi!,Lafayette
2,"Aaron Burr, Sir",45,Brrrah brraaah! I am Hercules Mulligan,Mulligan
2,"Aaron Burr, Sir",46,"Up in it, lovin' it, yes I heard ya mother said “Come again?”",Mulligan
2,"Aaron Burr, Sir",47,Ayyyyy,Lafayette & Laurens
2,"Aaron Burr, Sir",48,"Lock up ya daughters and horses, of course",Mulligan
2,"Aaron Burr, Sir",49,It's hard to have intercourse over four sets of corsets…,Mulligan
2,"Aaron Burr, Sir",50,Wow,Lafayette
2,"Aaron Burr, Sir",51,"No more sex, pour me another brew, son!",Laurens
2,"Aaron Burr, Sir",52,Let's raise a couple more…,Laurens
2,"Aaron Burr, Sir",53,To the revolution!,Laurens/Lafayette/Mulligan
2,"Aaron Burr, Sir",54,"Well, if it ain't the prodigy of Princeton college!",Laurens
2,"Aaron Burr, Sir",55,Aaron Burr!,Mulligan
2,"Aaron Burr, Sir",56,"Give us a verse, drop some knowledge!",Laurens
2,"Aaron Burr, Sir",57,Good luck with that: you're takin' a stand,Burr
2,"Aaron Burr, Sir",58,You spit. I'm ‘a sit. We'll see where we land,Burr
2,"Aaron Burr, Sir",59,Boooo!,Lafayette/Mulligan
2,"Aaron Burr, Sir",60,"Burr, the revolution's imminent. What do you stall for?",Laurens
2,"Aaron Burr, Sir",61,"If you stand for nothing, Burr, what'll you fall for?",Hamilton
2,"Aaron Burr, Sir",62,Ooh,Mulligan/Lafayette/Laurens
2,"Aaron Burr, Sir",63,Who you?,Mulligan/Lafayette/Laurens
2,"Aaron Burr, Sir",64,Who you?,Mulligan/Lafayette/Laurens
2,"Aaron Burr, Sir",65,Who are you?,Mulligan/Lafayette/Laurens
2,"Aaron Burr, Sir",66,"Ooh, who is this kid? What's he gonna do?",Mulligan/Lafayette/Laurens
3,My Shot,1,I am not throwing away my shot!,Hamilton
3,My Shot,2,I am not throwing away my shot!,Hamilton
3,My Shot,3,"Hey yo, I'm just like my country",Hamilton
3,My Shot,4,"I'm young, scrappy and hungry",Hamilton
3,My Shot,5,And I'm not throwing away my shot!,Hamilton
3,My Shot,6,I'ma get a scholarship to King's College,Hamilton
3,My Shot,7,"I prob'ly shouldn't brag, but dag, I amaze and astonish",Hamilton
3,My Shot,8,The problem is I got a lot of brains but no polish,Hamilton
3,My Shot,9,I gotta holler just to be heard,Hamilton
3,My Shot,10,"With every word, I drop knowledge!",Hamilton
3,My Shot,11,"I'm a diamond in the rough, a shiny piece of coal",Hamilton
3,My Shot,12,Tryin' to reach my goal. My power of speech: unimpeachable,Hamilton
3,My Shot,13,Only nineteen but my mind is older,Hamilton
3,My Shot,14,"These New York City streets get colder, I shoulder",Hamilton
3,My Shot,15,"Ev'ry burden, ev'ry disadvantage",Hamilton
3,My Shot,16,"I have learned to manage, I don't have a gun to brandish",Hamilton
3,My Shot,17,I walk these streets famished,Hamilton
3,My Shot,18,The plan is to fan this spark into a flame,Hamilton
3,My Shot,19,"But damn, it's getting dark, so let me spell out the name",Hamilton
3,My Shot,20,I am the—,Hamilton
3,My Shot,21,A-L-E-X-A-N-D,Hamilton/Lafayette/Mulligan/Laurens
3,My Shot,22,E-R—we are—meant to be…,Hamilton/Lafayette/Mulligan/Laurens
3,My Shot,23,A colony that runs independently,Hamilton
3,My Shot,24,"Meanwhile, Britain keeps shittin' on us endlessly",Hamilton
3,My Shot,25,"Essentially, they tax us relentlessly",Hamilton
3,My Shot,26,"Then King George turns around, runs a spending spree",Hamilton
3,My Shot,27,He ain't ever gonna set his descendants free,Hamilton
3,My Shot,28,So there will be a revolution in this century,Hamilton
3,My Shot,29,Enter me!,Hamilton
3,My Shot,30,(He says in parentheses),Lafayette/Mulligan/Laurens
3,My Shot,31,Don't be shocked when your hist'ry book mentions me,Hamilton
3,My Shot,32,I will lay down my life if it sets us free,Hamilton
3,My Shot,33,"Eventually, you'll see my ascendancy",Hamilton
3,My Shot,34,And I am not throwing away,Hamilton & Laurens
3,My Shot,35,My shot (my shot),Hamilton & Laurens
3,My Shot,36,I am not throwing away,Hamilton & Laurens
3,My Shot,37,My shot (my shot),Hamilton & Laurens
3,My Shot,38,"Hey yo, I'm just like my country",Hamilton & Laurens
3,My Shot,39,"I'm young, scrappy and hungry",Hamilton & Laurens
3,My Shot,40,And I'm not throwing away my shot,Hamilton & Laurens
3,My Shot,41,And I'm not throwing away my shot,Hamilton & Laurens
3,My Shot,42,I am not throwing away my shot,Hamilton/Mulligan/Laurens/Lafayette
3,My Shot,43,I am not throwing away my shot,Hamilton/Mulligan/Laurens/Lafayette
3,My Shot,44,"Hey yo, I'm just like my country",Hamilton/Mulligan/Laurens/Lafayette
3,My Shot,45,"I'm young, scrappy and hungry",Hamilton/Mulligan/Laurens/Lafayette
3,My Shot,46,And I'm not throwing away my shot,Hamilton/Mulligan/Laurens/Lafayette
3,My Shot,47,It's time to take a shot!,Hamilton/Mulligan/Laurens/Lafayette
3,My Shot,48,I dream of life without a monarchy,Lafayette
3,My Shot,49,The unrest in France will lead to 'onarchy?,Lafayette
3,My Shot,50,"'Onarchy? How you say, how you say, 'anarchy?'",Lafayette
3,My Shot,51,"When I fight, I make the other side panicky",Lafayette
3,My Shot,52,With my—,Lafayette
3,My Shot,53,Shot!,Hamilton/Laurens/Lafayette/Mulligan
3,My Shot,54,"Yo, I'm a tailor's apprentice",Mulligan
3,My Shot,55,And I got y'all knuckleheads in loco parentis,Mulligan
3,My Shot,56,I'm joining the rebellion 'cause I know it's my chance,Mulligan
3,My Shot,57,"To socially advance, instead of sewin' some pants!",Mulligan
3,My Shot,58,I'm gonna take a—,Mulligan
3,My Shot,59,Shot!,Hamilton/Laurens/Lafayette/Mulligan
3,My Shot,60,But we'll never be truly free,Laurens
3,My Shot,61,Until those in bondage have the same rights as you and me,Laurens
3,My Shot,62,You and I. Do or die. Wait till I sally in,Laurens
3,My Shot,63,On a stallion with the first black battalion,Laurens
3,My Shot,64,Have another—,Laurens
3,My Shot,65,Shot!,Hamilton/Laurens/Lafayette/Mulligan
3,My Shot,66,"Geniuses, lower your voices",Burr
3,My Shot,67,You keep out of trouble and you double your choices,Burr
3,My Shot,68,"I'm with you, but the situation is fraught",Burr
3,My Shot,69,You've got to be carefully taught:,Burr
3,My Shot,70,"If you talk, you're gonna get shot!",Burr
3,My Shot,71,"Burr, check what we got",Hamilton
3,My Shot,72,"Mister Lafayette, hard rock like Lancelot",Hamilton
3,My Shot,73,I think your pants look hot,Hamilton
3,My Shot,74,"Laurens, I like you a lot",Hamilton
3,My Shot,75,Let's hatch a plot blacker than the kettle callin' the pot...,Hamilton
3,My Shot,76,What are the odds the gods would put us all in one spot,Hamilton
3,My Shot,77,"Poppin' a squat on conventional wisdom, like it or not",Hamilton
3,My Shot,78,A bunch of revolutionary manumission abolitionists?,Hamilton
3,My Shot,79,"Give me a position, show me where the ammunition is!",Hamilton
3,My Shot,80,"Oh, am I talkin' too loud?",Hamilton
3,My Shot,81,"Sometimes I get over excited, shoot off at the mouth",Hamilton
3,My Shot,82,I never had a group of friends before,Hamilton
3,My Shot,83,I promise that I'll make y'all proud,Hamilton
3,My Shot,84,Let's get this guy in front of a crowd,Laurens
3,My Shot,85,I am not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,86,I am not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,87,"Hey yo, I'm just like my country",Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,88,"I'm young, scrappy and hungry",Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,89,And I'm not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,90,I am not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,91,I am not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,92,"Hey yo, I'm just like my country",Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,93,"I'm young, scrappy and hungry",Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,94,And I'm not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan/Ensemble
3,My Shot,95,Ev'rybody sing:,Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,96,"Whoa, whoa, whoa (whoa, whoa, whoa)",Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,97,Hey!,Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,98,Whoa (Whoa),Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,99,Woo!,Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,100,Whoa! (Whoa),Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,101,Said let 'em hear ya! (Yea),Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,102,Let's go!,Laurens & Hamilton/Lafayette/Mulligan
3,My Shot,103,Whoa! Whoa! Whoa!,Laurens & Company
3,My Shot,104,I said shout it to the rooftops!,Laurens & Company
3,My Shot,105,Whoa!,Laurens & Company
3,My Shot,106,"Said, to the rooftops!",Laurens & Company
3,My Shot,107,Whoa!,Laurens & Company
3,My Shot,108,Come on!,Laurens & Company
3,My Shot,109,Yea,Laurens & Company
3,My Shot,110,"Come on, let's go!",Laurens & Company
3,My Shot,111,Rise up!,Laurens
3,My Shot,112,"When you're living on your knees, you rise up",Laurens
3,My Shot,113,Tell your brother that he's gotta rise up,Laurens
3,My Shot,114,Tell your sister that she's gotta rise up,Laurens
3,My Shot,115,When are these colonies gonna rise up?,Laurens And Ensemble & Company
3,My Shot,116,Whoa! Whoa! Whoa!,Laurens And Ensemble & Company
3,My Shot,117,When are these colonies gonna rise up?,Laurens And Ensemble & Company
3,My Shot,118,Whoa,Laurens And Ensemble & Company
3,My Shot,119,When are these colonies gonna rise up?,Laurens And Ensemble & Company
3,My Shot,120,Whoa,Laurens And Ensemble & Company
3,My Shot,121,When are these colonies gonna rise up?,Laurens And Ensemble & Company
3,My Shot,122,Whoa,Laurens And Ensemble & Company
3,My Shot,123,Rise up! (Rise up!),Laurens And Ensemble & Company
3,My Shot,124,I imagine death so much it feels more like a memory,Hamilton
3,My Shot,125,When's it gonna get me?,Hamilton
3,My Shot,126,In my sleep? Seven feet ahead of me?,Hamilton
3,My Shot,127,"If I see it comin', do I run or do I let it be?",Hamilton
3,My Shot,128,Is it like a beat without a melody?,Hamilton
3,My Shot,129,"See, I never thought I'd live past twenty",Hamilton
3,My Shot,130,Where I come from some get half as many,Hamilton
3,My Shot,131,"Ask anybody why we livin' fast and we laugh, reach for a flask",Hamilton
3,My Shot,132,"We have to make this moment last, that's plenty",Hamilton
3,My Shot,133,Scratch that,Hamilton
3,My Shot,134,"This is not a moment, it's the movement",Hamilton
3,My Shot,135,Where all the hungriest brothers with,Hamilton
3,My Shot,136,Something to prove went?,Hamilton
3,My Shot,137,"Foes oppose us, we take an honest stand",Hamilton
3,My Shot,138,"We roll like Moses, claimin' our promised land",Hamilton
3,My Shot,139,And? If we win our independence?,Hamilton
3,My Shot,140,Is that a guarantee of freedom for our descendants?,Hamilton
3,My Shot,141,Or will the blood we shed begin an endless,Hamilton
3,My Shot,142,Cycle of vengeance and death with no defendants?,Hamilton
3,My Shot,143,I know the action in the street is excitin',Hamilton
3,My Shot,144,"But Jesus, between all the bleedin' 'n fightin'",Hamilton
3,My Shot,145,I've been readin' 'n writin',Hamilton
3,My Shot,146,We need to handle our financial situation,Hamilton
3,My Shot,147,Are we a nation of states? What's the state of our nation?,Hamilton
3,My Shot,148,I'm past patiently waitin',Hamilton
3,My Shot,149,I'm passionately smashin' every expectation,Hamilton
3,My Shot,150,Every action's an act of creation!,Hamilton
3,My Shot,151,I'm laughin' in the face of casualties and sorrow,Hamilton
3,My Shot,152,"For the first time, I'm thinkin' past tomorrow",Hamilton
3,My Shot,153,And I am not throwing away my shot,Hamilton And Company
3,My Shot,154,I am not throwing away my shot,Hamilton And Company
3,My Shot,155,"Hey yo, I'm just like my country",Hamilton And Company
3,My Shot,156,"I'm young, scrappy and hungry",Hamilton And Company
3,My Shot,157,And I'm not throwing away my shot,Hamilton And Company
3,My Shot,158,We're gonna rise up! Time to take a shot!,Hamilton/Laurens/Lafayette/Mulligan & Ensemble
3,My Shot,159,Not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan & Ensemble
3,My Shot,160,We're gonna rise up! Time to take a shot!,Hamilton/Laurens/Lafayette/Mulligan & Ensemble
3,My Shot,161,Not throwing away my shot,Hamilton/Laurens/Lafayette/Mulligan & Ensemble
3,My Shot,162,We're gonna,Hamilton/Laurens/Lafayette/Mulligan & Ensemble
3,My Shot,163,We're gonna,Hamilton/Laurens/Lafayette/Mulligan & Ensemble
3,My Shot,164,Time to take a shot! (Rise up),Hamilton & Ensemble
3,My Shot,165,Time to take a shot! (Rise up),Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,166,Time to take a shot! (Rise up),Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,167,Take a shot! Ri— ri— ri—,Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,168,Shot!,Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,169,Shot!,Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,170,A-yo it's,Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,171,Time to take a shot! (Time to take a shot!),Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,172,Time to take a shot! (Time to take a shot!),Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,173,And I am— (And I am),Hamilton/Lafayette/Laurens/Mulligan & Ensemble
3,My Shot,174,Not throwin' away my—,Hamilton/Lafayette/Mulligan/Laurens
3,My Shot,175,Not throwin' away my shot!,Company
4,The Story of Tonight,1,I may not live to see our glory!,Hamilton
4,The Story of Tonight,2,I may not live to see our glory!,Lafayette/Mulligan/Laurens
4,The Story of Tonight,3,But I will gladly join the fight!,Hamilton
4,The Story of Tonight,4,But I will gladly join the fight!,Lafayette/Mulligan/Laurens
4,The Story of Tonight,5,And when our children tell our story…,Hamilton
4,The Story of Tonight,6,And when our children tell our story…,Lafayette/Mulligan/Laurens
4,The Story of Tonight,7,They'll tell the story of tonight,Hamilton
4,The Story of Tonight,8,Let's have another round tonight,Mulligan
4,The Story of Tonight,9,Let's have another round tonight,Lafayette
4,The Story of Tonight,10,Let's have another round tonight,Hamilton
4,The Story of Tonight,11,Raise a glass to freedom,Laurens
4,The Story of Tonight,12,Something they can never take away,Laurens
4,The Story of Tonight,13,No matter what they tell you,Laurens
4,The Story of Tonight,14,Raise a glass to the four of us,Laurens
4,The Story of Tonight,15,Tomorrow there'll be more of us,Laurens/Mulligan
4,The Story of Tonight,16,Telling the story of tonight,Mulligan/Lafayette/Laurens
4,The Story of Tonight,17,They'll tell the story of tonight,Hamilton
4,The Story of Tonight,18,Raise a glass to freedom,Laurens/Mulligan/Lafayette
4,The Story of Tonight,19,Something they can never take away,Laurens/Mulligan/Lafayette
4,The Story of Tonight,20,No matter what they tell you,Hamilton
4,The Story of Tonight,21,Let's have another round tonight,Mulligan/Lafayette
4,The Story of Tonight,22,Raise a glass to the four of us,Laurens
4,The Story of Tonight,23,Tomorrow there'll be more of us,Hamilton/Laurens/Mulligan/Lafayette
4,The Story of Tonight,24,Telling the story of tonight,Hamilton/Laurens
4,The Story of Tonight,25,Let's have another round tonight,Mulligan/Lafayette
4,The Story of Tonight,26,They'll tell the story of tonight,Ensemble & Mulligan/Lafayette/Ensemble
4,The Story of Tonight,27,Raise a glass to freedom,Ensemble & Mulligan/Lafayette/Ensemble
4,The Story of Tonight,28,They'll tell the story of tonight,Ensemble & Mulligan/Lafayette/Ensemble
4,The Story of Tonight,29,Raise a glass to freedom,Ensemble & Mulligan/Lafayette/Ensemble
4,The Story of Tonight,30,They'll tell the story of tonight,Ensemble & Mulligan/Lafayette/Ensemble
4,The Story of Tonight,31,They'll tell the story of—,Ensemble & Mulligan/Lafayette/Ensemble
4,The Story of Tonight,32,Tonight,Full Ensemble
5,The Schuyler Sisters,1,There's nothing rich folks love more,Burr
5,The Schuyler Sisters,2,Than going downtown and slummin' it with the poor,Burr
5,The Schuyler Sisters,3,They pull up in their carriages and gawk,Burr
5,The Schuyler Sisters,4,At the students in the common,Burr
5,The Schuyler Sisters,5,Just to watch them talk,Burr
5,The Schuyler Sisters,6,Take Philip Schuyler: the man is loaded,Burr
5,The Schuyler Sisters,7,"Uh-oh, but little does he know that",Burr
5,The Schuyler Sisters,8,"His daughters, Peggy, Angelica, Eliza",Burr
5,The Schuyler Sisters,9,Sneak into the city just to watch all the guys at—,Burr
5,The Schuyler Sisters,10,"Work, work!",Company
5,The Schuyler Sisters,11,Angelica!,Angelica
5,The Schuyler Sisters,12,"Work, work!",Company
5,The Schuyler Sisters,13,Eliza!,Eliza
5,The Schuyler Sisters,14,And Peggy!,Peggy
5,The Schuyler Sisters,15,"Work, work!",Company
5,The Schuyler Sisters,16,The Schuyler sisters!,Company
5,The Schuyler Sisters,17,Angelica!,Angelica
5,The Schuyler Sisters,18,Peggy!,Peggy
5,The Schuyler Sisters,19,Eliza!,Eliza
5,The Schuyler Sisters,20,Work!,Company
5,The Schuyler Sisters,21,Daddy said to be home by sundown,Peggy
5,The Schuyler Sisters,22,Daddy doesn't need to know,Angelica
5,The Schuyler Sisters,23,Daddy said not to go downtown,Peggy
5,The Schuyler Sisters,24,"Like I said, you're free to go",Eliza
5,The Schuyler Sisters,25,"But—look around, look around, the",Angelica
5,The Schuyler Sisters,26,Revolution's happening in New York,Angelica
5,The Schuyler Sisters,27,New York,Eliza/Peggy
5,The Schuyler Sisters,28,Angelica,Company
5,The Schuyler Sisters,29,Work!,Schuyler Sisters And Company
5,The Schuyler Sisters,30,It's bad enough daddy wants to go to war,Peggy
5,The Schuyler Sisters,31,People shouting in the square,Eliza
5,The Schuyler Sisters,32,It's bad enough there'll be violence on our shore,Peggy
5,The Schuyler Sisters,33,New ideas in the air,Angelica
5,The Schuyler Sisters,34,"Look around, look around—",Angelica And Male Ensemble
5,The Schuyler Sisters,35,"Angelica, remind me what we're looking for…",Eliza
5,The Schuyler Sisters,36,She's lookin' for me!,All Men
5,The Schuyler Sisters,37,"Eliza, I'm lookin' for a mind at work (work, work)",Angelica & Company
5,The Schuyler Sisters,38,"I'm lookin' for a mind at work! (work, work)",Angelica & Company
5,The Schuyler Sisters,39,"I'm lookin' for a mind at work! (work, work)",Angelica & Company
5,The Schuyler Sisters,40,Whooaaaaa!,Angelica & Company
5,The Schuyler Sisters,41,Whooaaaaa!,Eliza/Angelica/Peggy With Company
5,The Schuyler Sisters,42,Work!,Eliza/Angelica/Peggy With Company
5,The Schuyler Sisters,43,Wooh! There's nothin' like summer in the city,Burr
5,The Schuyler Sisters,44,Someone in a rush next to someone lookin' pretty,Burr
